"Total_ARGs"	"blaZ"	"mecA"	"mecC"	"Category"	"Genome"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014725675.1_ASM1472567v1"
17	"100.00"	"100.00"	0	"MRSA"	"GCA_014725935.1_ASM1472593v1"
14	"100.00"	"100.00"	0	"MRSA"	"GCA_014725955.1_ASM1472595v1"
18	"100.00"	"100.00"	0	"MRSA"	"GCA_014725975.1_ASM1472597v1"
10	"0"	"100.00"	0	"MRSA"	"GCA_014725995.1_ASM1472599v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_014726015.1_ASM1472601v1"
21	"100.00"	"100.00"	0	"MRSA"	"GCA_014726035.1_ASM1472603v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_014726055.1_ASM1472605v1"
16	"100.00"	"100.00"	0	"MRSA"	"GCA_014726075.1_ASM1472607v1"
14	"0"	"100.00"	0	"MRSA"	"GCA_014726095.1_ASM1472609v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014726115.1_ASM1472611v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014726135.1_ASM1472613v1"
13	"100.00"	"100.00"	0	"MRSA"	"GCA_014726155.1_ASM1472615v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014726175.1_ASM1472617v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014726195.1_ASM1472619v1"
14	"100.00"	"100.00"	0	"MRSA"	"GCA_014726215.1_ASM1472621v1"
21	"100.00"	"100.00"	0	"MRSA"	"GCA_014726235.1_ASM1472623v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014726255.1_ASM1472625v1"
13	"100.00"	"100.00"	0	"MRSA"	"GCA_014726275.1_ASM1472627v1"
21	"100.00"	"100.00"	0	"MRSA"	"GCA_014726295.1_ASM1472629v1"
9	"0"	"100.00"	0	"MRSA"	"GCA_014726315.1_ASM1472631v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014726335.1_ASM1472633v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_014726355.1_ASM1472635v1"
16	"100.00"	"100.00"	0	"MRSA"	"GCA_014726375.1_ASM1472637v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014726395.1_ASM1472639v1"
18	"0"	"100.00"	0	"MRSA"	"GCA_014726415.1_ASM1472641v1"
14	"100.00"	"100.00"	0	"MRSA"	"GCA_014726435.1_ASM1472643v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_014726455.1_ASM1472645v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014726475.1_ASM1472647v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014726495.1_ASM1472649v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_014726515.1_ASM1472651v1"
14	"100.00"	"100.00"	0	"MRSA"	"GCA_014726535.1_ASM1472653v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_014726555.1_ASM1472655v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_014726575.1_ASM1472657v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014726595.1_ASM1472659v1"
21	"100.00"	"100.00"	0	"MRSA"	"GCA_014726615.1_ASM1472661v1"
17	"100.00"	"100.00"	0	"MRSA"	"GCA_014726635.1_ASM1472663v1"
13	"0"	"100.00"	0	"MRSA"	"GCA_014726655.1_ASM1472665v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014726675.1_ASM1472667v1"
16	"100.00"	"100.00"	0	"MRSA"	"GCA_014726695.1_ASM1472669v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014726715.1_ASM1472671v1"
18	"100.00"	"100.00"	0	"MRSA"	"GCA_014726735.1_ASM1472673v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014726775.1_ASM1472677v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_014726805.1_ASM1472680v1"
15	"100.00;100.00"	"100.00"	0	"MRSA"	"GCA_014726825.1_ASM1472682v1"
16	"100.00;100.00"	"100.00"	0	"MRSA"	"GCA_014726845.1_ASM1472684v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_014726875.1_ASM1472687v1"
21	"100.00"	"100.00"	0	"MRSA"	"GCA_014726895.1_ASM1472689v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014726915.1_ASM1472691v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_014726935.1_ASM1472693v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014726955.1_ASM1472695v1"
16	"100.00"	"100.00"	0	"MRSA"	"GCA_014726975.1_ASM1472697v1"
19	"100.00"	"100.00"	0	"MRSA"	"GCA_014726995.1_ASM1472699v1"
18	"100.00;99.88;100.00"	"99.95"	0	"MRSA"	"GCA_014727015.1_ASM1472701v1"
14	"100.00"	"100.00"	0	"MRSA"	"GCA_014727035.1_ASM1472703v1"
16	"100.00"	"100.00"	0	"MRSA"	"GCA_014727055.1_ASM1472705v1"
17	"100.00"	"100.00"	0	"MRSA"	"GCA_014727075.1_ASM1472707v1"
15	"99.65"	"100.00"	0	"MRSA"	"GCA_014727095.1_ASM1472709v1"
18	"100.00"	"100.00"	0	"MRSA"	"GCA_014727115.1_ASM1472711v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_014727135.1_ASM1472713v1"
21	"100.00"	"100.00"	0	"MRSA"	"GCA_014727155.1_ASM1472715v1"
21	"100.00"	"100.00"	0	"MRSA"	"GCA_014727175.1_ASM1472717v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_014727195.1_ASM1472719v1"
21	"100.00"	"100.00"	0	"MRSA"	"GCA_014727235.1_ASM1472723v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014727255.1_ASM1472725v1"
14	"100.00"	"100.00"	0	"MRSA"	"GCA_014727275.1_ASM1472727v1"
16	"100.00"	"100.00"	0	"MRSA"	"GCA_014727295.1_ASM1472729v1"
21	"100.00"	"100.00"	0	"MRSA"	"GCA_014727315.1_ASM1472731v1"
21	"100.00"	"100.00"	0	"MRSA"	"GCA_014727335.1_ASM1472733v1"
13	"0"	"100.00"	0	"MRSA"	"GCA_014727355.1_ASM1472735v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014727375.1_ASM1472737v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014727395.1_ASM1472739v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_014727415.1_ASM1472741v1"
21	"100.00"	"100.00"	0	"MRSA"	"GCA_014727435.1_ASM1472743v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_014727455.1_ASM1472745v1"
21	"100.00"	"100.00"	0	"MRSA"	"GCA_014727475.1_ASM1472747v1"
21	"100.00"	"100.00"	0	"MRSA"	"GCA_014727495.1_ASM1472749v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_014727515.1_ASM1472751v1"
16	"0"	"100.00"	0	"MRSA"	"GCA_014727535.1_ASM1472753v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_014727555.1_ASM1472755v1"
12	"100.00;100.00"	"100.00"	0	"MRSA"	"GCA_014727575.1_ASM1472757v1"
16	"100.00"	"100.00"	0	"MRSA"	"GCA_014727595.1_ASM1472759v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014727615.1_ASM1472761v1"
12	"100.00;100.00"	"100.00"	0	"MRSA"	"GCA_014727635.1_ASM1472763v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014727655.1_ASM1472765v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014727675.1_ASM1472767v1"
12	"100.00;100.00"	"100.00"	0	"MRSA"	"GCA_014727695.1_ASM1472769v1"
16	"100.00;100.00"	"100.00"	0	"MRSA"	"GCA_014727715.1_ASM1472771v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014727735.1_ASM1472773v1"
14	"100.00"	"99.95"	0	"MRSA"	"GCA_014727755.1_ASM1472775v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_014727775.1_ASM1472777v1"
10	"0"	"100.00"	0	"MRSA"	"GCA_014727795.1_ASM1472779v1"
18	"100.00"	"100.00"	0	"MRSA"	"GCA_014728255.1_ASM1472825v1"
10	"0"	"100.00"	0	"MRSA"	"GCA_014728415.1_ASM1472841v1"
14	"100.00"	"100.00"	0	"MRSA"	"GCA_014728585.1_ASM1472858v1"
14	"100.00"	"100.00"	0	"MRSA"	"GCA_014728725.1_ASM1472872v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014728925.1_ASM1472892v1"
18	"100.00"	"100.00"	0	"MRSA"	"GCA_014729065.1_ASM1472906v1"
14	"100.00"	"100.00"	0	"MRSA"	"GCA_014729215.1_ASM1472921v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014729385.1_ASM1472938v1"
18	"100.00;100.00;100.00"	"100.00"	0	"MRSA"	"GCA_014729535.1_ASM1472953v1"
19	"100.00"	"100.00"	0	"MRSA"	"GCA_014729655.1_ASM1472965v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014729855.1_ASM1472985v1"
16	"100.00;100.00"	"100.00"	0	"MRSA"	"GCA_014730015.1_ASM1473001v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_014730155.1_ASM1473015v1"
14	"100.00"	"0"	0	"MRSA"	"GCA_014730335.1_ASM1473033v1"
21	"100.00"	"100.00"	0	"MRSA"	"GCA_014730395.1_ASM1473039v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_014730415.1_ASM1473041v1"
21	"100.00"	"100.00"	0	"MRSA"	"GCA_014730435.1_ASM1473043v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_014730455.1_ASM1473045v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014730475.1_ASM1473047v1"
21	"100.00"	"100.00"	0	"MRSA"	"GCA_014730495.1_ASM1473049v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014730515.1_ASM1473051v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_014730535.1_ASM1473053v1"
16	"100.00"	"100.00"	0	"MRSA"	"GCA_014730555.1_ASM1473055v1"
10	"0"	"100.00"	0	"MRSA"	"GCA_014730575.1_ASM1473057v1"
18	"100.00"	"100.00"	0	"MRSA"	"GCA_014730595.1_ASM1473059v1"
19	"100.00"	"100.00"	0	"MRSA"	"GCA_014730615.1_ASM1473061v1"
18	"100.00"	"100.00"	0	"MRSA"	"GCA_014730635.1_ASM1473063v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_014730655.1_ASM1473065v1"
17	"100.00"	"100.00"	0	"MRSA"	"GCA_014730675.1_ASM1473067v1"
19	"97.52"	"100.00"	0	"MRSA"	"GCA_014730695.1_ASM1473069v1"
21	"100.00"	"100.00"	0	"MRSA"	"GCA_014730715.1_ASM1473071v1"
16	"100.00;100.00"	"100.00"	0	"MRSA"	"GCA_014730735.1_ASM1473073v1"
14	"100.00;100.00;100.00;100.00"	"100.00"	0	"MRSA"	"GCA_014730775.1_ASM1473077v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_014730795.1_ASM1473079v1"
18	"100.00"	"100.00"	0	"MRSA"	"GCA_014730815.1_ASM1473081v1"
16	"99.88"	"100.00"	0	"MRSA"	"GCA_014730835.1_ASM1473083v1"
10	"0"	"100.00"	0	"MRSA"	"GCA_014730855.1_ASM1473085v1"
16	"100.00"	"100.00"	0	"MRSA"	"GCA_014730885.1_ASM1473088v1"
9	"0"	"0"	0	"MSSA"	"GCA_014730905.1_ASM1473090v1"
10	"0"	"99.95"	0	"MRSA"	"GCA_014730925.1_ASM1473092v1"
10	"0"	"100.00"	0	"MRSA"	"GCA_014730945.1_ASM1473094v1"
16	"100.00"	"100.00"	0	"MRSA"	"GCA_014730965.1_ASM1473096v1"
18	"100.00"	"100.00"	0	"MRSA"	"GCA_014730985.1_ASM1473098v1"
15	"0"	"100.00"	0	"MRSA"	"GCA_014731005.1_ASM1473100v1"
14	"100.00"	"100.00"	0	"MRSA"	"GCA_014731025.1_ASM1473102v1"
10	"0"	"100.00"	0	"MRSA"	"GCA_014731045.1_ASM1473104v1"
10	"0"	"100.00"	0	"MRSA"	"GCA_014731065.1_ASM1473106v1"
19	"100.00"	"100.00"	0	"MRSA"	"GCA_014731085.1_ASM1473108v1"
10	"0"	"100.00"	0	"MRSA"	"GCA_014731105.1_ASM1473110v1"
21	"100.00"	"100.00"	0	"MRSA"	"GCA_014731125.1_ASM1473112v1"
13	"100.00"	"100.00"	0	"MRSA"	"GCA_014731145.1_ASM1473114v1"
18	"100.00"	"100.00"	0	"MRSA"	"GCA_014731165.1_ASM1473116v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_014731185.1_ASM1473118v1"
20	"100.00"	"100.00"	0	"MRSA"	"GCA_014731205.1_ASM1473120v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014731235.1_ASM1473123v1"
16	"0"	"100.00"	0	"MRSA"	"GCA_014731355.1_ASM1473135v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_014731415.1_ASM1473141v1"
13	"100.00;100.00;100.00;100.00"	"100.00"	0	"MRSA"	"GCA_014731435.1_ASM1473143v1"
18	"100.00"	"100.00"	0	"MRSA"	"GCA_014731455.1_ASM1473145v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_014731475.1_ASM1473147v1"
19	"100.00;100.00"	"100.00"	0	"MRSA"	"GCA_014731495.1_ASM1473149v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014731515.1_ASM1473151v1"
21	"100.00"	"100.00"	0	"MRSA"	"GCA_014731535.1_ASM1473153v1"
13	"100.00;100.00;100.00;100.00"	"100.00"	0	"MRSA"	"GCA_014731555.1_ASM1473155v1"
12	"0"	"100.00"	0	"MRSA"	"GCA_014731655.1_ASM1473165v1"
21	"100.00"	"100.00"	0	"MRSA"	"GCA_014731695.1_ASM1473169v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_014731715.1_ASM1473171v1"
17	"100.00;100.00"	"100.00"	0	"MRSA"	"GCA_014731735.1_ASM1473173v1"
18	"100.00"	"100.00"	0	"MRSA"	"GCA_014731755.1_ASM1473175v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_014731775.1_ASM1473177v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014731815.1_ASM1473181v1"
13	"0"	"100.00"	0	"MRSA"	"GCA_014731835.1_ASM1473183v1"
21	"99.76"	"100.00"	0	"MRSA"	"GCA_014731855.1_ASM1473185v1"
21	"100.00"	"100.00"	0	"MRSA"	"GCA_014731875.1_ASM1473187v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014731895.1_ASM1473189v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014731915.1_ASM1473191v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014731935.1_ASM1473193v1"
14	"100.00"	"100.00"	0	"MRSA"	"GCA_014731955.1_ASM1473195v1"
21	"100.00"	"100.00"	0	"MRSA"	"GCA_014731975.1_ASM1473197v1"
21	"100.00"	"100.00"	0	"MRSA"	"GCA_014731995.1_ASM1473199v1"
21	"100.00"	"100.00"	0	"MRSA"	"GCA_014732015.1_ASM1473201v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_014732035.1_ASM1473203v1"
13	"100.00"	"100.00"	0	"MRSA"	"GCA_014732055.1_ASM1473205v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_014732075.1_ASM1473207v1"
19	"100.00"	"100.00"	0	"MRSA"	"GCA_014794145.1_ASM1479414v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_014844155.1_ASM1484415v1"
8	"0"	"0"	0	"MSSA"	"GCA_014876755.1_ASM1487675v1"
11	"99.05"	"100.00"	0	"MRSA"	"GCA_015219885.1_ASM1521988v1"
17	"100.00;100.00"	"100.00"	0	"MRSA"	"GCA_015219905.1_ASM1521990v1"
9	"98.94;99.05"	"0"	0	"MRSA"	"GCA_015219925.1_ASM1521992v1"
17	"100.00;100.00"	"100.00"	0	"MRSA"	"GCA_015220695.1_ASM1522069v1"
11	"100.00"	"0"	0	"MRSA"	"GCA_015244035.1_ASM1524403v1"
10	"0"	"0"	0	"MSSA"	"GCA_015290965.1_ASM1529096v1"
10	"0"	"100.00"	0	"MRSA"	"GCA_015475575.1_ASM1547557v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_015732455.1_ASM1573245v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_015767475.1_ASM1576747v1"
17	"100.00"	"100.00"	0	"MRSA"	"GCA_015767495.1_ASM1576749v1"
9	"0"	"0"	0	"MSSA"	"GCA_015774815.1_ASM1577481v1"
8	"0"	"0"	0	"MSSA"	"GCA_015774835.1_ASM1577483v1"
8	"0"	"0"	0	"MSSA"	"GCA_015774855.1_ASM1577485v1"
15	"100.00"	"0"	0	"MRSA"	"GCA_015999445.1_ASM1599944v1"
10	"0"	"100.00"	0	"MRSA"	"GCA_016065215.1_ASM1606521v1"
8	"0"	"0"	0	"MSSA"	"GCA_016413705.1_ASM1641370v1"
8	"0"	"0"	0	"MSSA"	"GCA_016413725.1_ASM1641372v1"
8	"0"	"0"	0	"MSSA"	"GCA_016415205.2_ASM1641520v2"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_016496025.1_ASM1649602v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_016591995.1_ASM1659199v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_016727585.1_ASM1672758v1"
15	"100.00"	"0"	0	"MRSA"	"GCA_016889145.1_ASM1688914v1"
15	"100.00"	"0"	0	"MRSA"	"GCA_016889945.1_ASM1688994v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_016894285.1_ASM1689428v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_017088305.1_ASM1708830v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_017088385.1_ASM1708838v1"
8	"0"	"0"	0	"MSSA"	"GCA_017161095.1_ASM1716109v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_017798245.1_ASM1779824v1"
17	"100.00;99.88"	"0"	0	"MRSA"	"GCA_018075265.1_ASM1807526v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_018093065.1_ASM1809306v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_018093105.1_ASM1809310v1"
9	"0"	"0"	0	"MSSA"	"GCA_018093205.1_ASM1809320v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_018093225.1_ASM1809322v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_018135565.1_ASM1813556v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_018141385.1_ASM1814138v1"
16	"100.00"	"100.00"	0	"MRSA"	"GCA_018336515.1_ASM1833651v1"
16	"100.00"	"100.00"	0	"MRSA"	"GCA_018336535.1_ASM1833653v1"
11	"100.00"	"0"	0	"MRSA"	"GCA_018399115.1_ASM1839911v1"
18	"100.00"	"100.00"	0	"MRSA"	"GCA_018409145.1_ASM1840914v1"
9	"0"	"0"	0	"MSSA"	"GCA_018732165.1_ASM1873216v1"
9	"0"	"0"	0	"MSSA"	"GCA_018968725.1_ASM1896872v1"
14	"99.76"	"100.00"	0	"MRSA"	"GCA_018987325.1_ASM1898732v1"
14	"100.00"	"100.00"	0	"MRSA"	"GCA_018987345.1_ASM1898734v1"
12	"0"	"100.00"	0	"MRSA"	"GCA_018987365.1_ASM1898736v1"
19	"100.00;100.00"	"100.00"	0	"MRSA"	"GCA_019134615.1_ASM1913461v1"
18	"100.00"	"0"	0	"MRSA"	"GCA_019134635.1_ASM1913463v1"
10	"0"	"0"	0	"MSSA"	"GCA_019334585.1_ASM1933458v1"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_019550875.1_ASM1955087v1"
16	"0"	"100.00"	0	"MRSA"	"GCA_019550945.1_ASM1955094v1"
14	"0"	"100.00"	0	"MRSA"	"GCA_019551035.1_ASM1955103v1"
16	"0"	"100.00"	0	"MRSA"	"GCA_019551095.1_ASM1955109v1"
16	"100.00"	"100.00"	0	"MRSA"	"GCA_019551175.1_ASM1955117v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_019551235.1_ASM1955123v1"
14	"0"	"100.00"	0	"MRSA"	"GCA_019551315.1_ASM1955131v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_019551355.1_ASM1955135v1"
17	"100.00"	"100.00"	0	"MRSA"	"GCA_019551375.1_ASM1955137v1"
16	"100.00"	"100.00"	0	"MRSA"	"GCA_019551415.1_ASM1955141v1"
10	"100.00"	"100.00"	0	"MRSA"	"GCA_019603375.1_ASM1960337v1"
11	"0"	"100.00"	0	"MRSA"	"GCA_019653615.1_ASM1965361v1"
14	"100.00"	"100.00"	0	"MRSA"	"GCA_019669165.1_ASM1966916v1"
14	"100.00"	"100.00"	0	"MRSA"	"GCA_019669245.1_ASM1966924v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_019669345.1_ASM1966934v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_019669385.1_ASM1966938v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_019738975.1_ASM1973897v1"
8	"0"	"0"	0	"MSSA"	"GCA_019915405.1_ASM1991540v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_019915425.1_ASM1991542v1"
14	"100.00"	"100.00"	0	"MRSA"	"GCA_019915585.1_ASM1991558v1"
13	"100.00"	"100.00"	0	"MRSA"	"GCA_020003145.1_ASM2000314v1"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_020003165.1_ASM2000316v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_020023695.1_ASM2002369v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_020023715.1_ASM2002371v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_020025335.1_ASM2002533v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_020025495.1_ASM2002549v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_020025645.1_ASM2002564v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_020025805.1_ASM2002580v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_020025995.1_ASM2002599v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_020026135.1_ASM2002613v1"
14	"100.00"	"100.00"	0	"MRSA"	"GCA_020034535.1_ASM2003453v1"
14	"100.00"	"100.00"	0	"MRSA"	"GCA_020042725.1_ASM2004272v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_020097755.1_ASM2009775v1"
15	"100.00;100.00"	"0"	0	"MRSA"	"GCA_020150575.1_ASM2015057v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_020150915.1_ASM2015091v1"
17	"100.00"	"100.00"	0	"MRSA"	"GCA_020177155.3_ASM2017715v3"
9	"0"	"0"	0	"MSSA"	"GCA_020386595.1_ASM2038659v1"
9	"0"	"0"	0	"MSSA"	"GCA_020388075.1_ASM2038807v1"
9	"0"	"0"	0	"MSSA"	"GCA_020388095.1_ASM2038809v1"
9	"0"	"0"	0	"MSSA"	"GCA_020388115.1_ASM2038811v1"
9	"0"	"0"	0	"MSSA"	"GCA_020388135.1_ASM2038813v1"
9	"0"	"0"	0	"MSSA"	"GCA_020388155.1_ASM2038815v1"
9	"0"	"0"	0	"MSSA"	"GCA_020388175.1_ASM2038817v1"
9	"0"	"0"	0	"MSSA"	"GCA_020388195.1_ASM2038819v1"
9	"0"	"0"	0	"MSSA"	"GCA_020388215.1_ASM2038821v1"
8	"0"	"0"	0	"MSSA"	"GCA_020388235.1_ASM2038823v1"
8	"0"	"0"	0	"MSSA"	"GCA_020388255.1_ASM2038825v1"
8	"0"	"0"	0	"MSSA"	"GCA_020388295.1_ASM2038829v1"
8	"0"	"0"	0	"MSSA"	"GCA_020388315.1_ASM2038831v1"
8	"0"	"0"	0	"MSSA"	"GCA_020388335.1_ASM2038833v1"
11	"100.00"	"0"	0	"MRSA"	"GCA_020388355.1_ASM2038835v1"
11	"100.00;100.00"	"0"	0	"MRSA"	"GCA_020388395.1_ASM2038839v1"
11	"100.00;100.00"	"0"	0	"MRSA"	"GCA_020388555.1_ASM2038855v1"
11	"100.00;100.00"	"0"	0	"MRSA"	"GCA_020388655.1_ASM2038865v1"
11	"100.00;100.00"	"0"	0	"MRSA"	"GCA_020388675.1_ASM2038867v1"
11	"100.00;100.00;100.00"	"0"	0	"MRSA"	"GCA_020388695.1_ASM2038869v1"
9	"0"	"0"	0	"MSSA"	"GCA_020388715.1_ASM2038871v1"
9	"0"	"0"	0	"MSSA"	"GCA_020388765.1_ASM2038876v1"
8	"0"	"0"	0	"MSSA"	"GCA_020388785.1_ASM2038878v1"
8	"0"	"0"	0	"MSSA"	"GCA_020388805.1_ASM2038880v1"
8	"0"	"0"	0	"MSSA"	"GCA_020388825.1_ASM2038882v1"
9	"100.00;100.00;94.68"	"0"	0	"MRSA"	"GCA_020388885.1_ASM2038888v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_020388905.1_ASM2038890v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_020388925.1_ASM2038892v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_020388965.1_ASM2038896v1"
8	"0"	"0"	0	"MSSA"	"GCA_020388985.1_ASM2038898v1"
8	"0"	"0"	0	"MSSA"	"GCA_020389005.1_ASM2038900v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_020389025.2_ASM2038902v2"
8	"0"	"0"	0	"MSSA"	"GCA_020389165.1_ASM2038916v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_020389265.1_ASM2038926v1"
9	"0"	"0"	0	"MSSA"	"GCA_020389325.1_ASM2038932v1"
9	"0"	"0"	0	"MSSA"	"GCA_020389425.1_ASM2038942v1"
9	"0"	"0"	0	"MSSA"	"GCA_020389445.1_ASM2038944v1"
8	"0"	"0"	0	"MSSA"	"GCA_020389485.1_ASM2038948v1"
8	"0"	"0"	0	"MSSA"	"GCA_020389505.1_ASM2038950v1"
8	"0"	"0"	0	"MSSA"	"GCA_020389525.1_ASM2038952v1"
8	"0"	"0"	0	"MSSA"	"GCA_020389545.1_ASM2038954v1"
8	"0"	"0"	0	"MSSA"	"GCA_020389565.1_ASM2038956v1"
9	"0"	"0"	0	"MSSA"	"GCA_020526105.1_ASM2052610v1"
14	"100.00"	"0"	0	"MRSA"	"GCA_020702135.2_ASM2070213v2"
14	"100.00"	"100.00"	0	"MRSA"	"GCA_020702515.2_ASM2070251v2"
9	"100.00"	"0"	0	"MRSA"	"GCA_020702535.2_ASM2070253v2"
14	"100.00"	"100.00"	0	"MRSA"	"GCA_020702545.2_ASM2070254v2"
10	"100.00"	"100.00"	0	"MRSA"	"GCA_020702575.2_ASM2070257v2"
14	"100.00"	"100.00"	0	"MRSA"	"GCA_020702585.2_ASM2070258v2"
10	"100.00"	"100.00"	0	"MRSA"	"GCA_020702615.2_ASM2070261v2"
9	"0"	"100.00"	0	"MRSA"	"GCA_020881895.1_ASM2088189v1"
10	"100.00"	"0"	0	"MRSA"	"GCA_020886635.1_ASM2088663v1"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_020887155.1_ASM2088715v1"
9	"100.00"	"0"	0	"MRSA"	"GCA_020887215.1_ASM2088721v1"
8	"0"	"0"	0	"MSSA"	"GCA_020889645.1_ASM2088964v1"
9	"0"	"0"	0	"MSSA"	"GCA_020889665.1_ASM2088966v1"
12	"100.00"	"0"	0	"MRSA"	"GCA_020906975.2_ASM2090697v2"
9	"0"	"0"	0	"MSSA"	"GCA_020985245.1_ASM2098524v1"
15	"100.00"	"97.56;100.00"	0	"MRSA"	"GCA_020997475.1_ASM2099747v1"
