"Genome"	"Total_ARGs"	"blaZ"	"mecA"	"mecC"	"Category"	"Total_Transporters"	"Max_Bitscore"	"Min_Bitscore"	"Mean_Bitscore"	"Median_Bitscore"	"Max_E_Value"	"Min_E_Value"	"Mean_E_Value"	"Median_E_Value"	"Max_Identity"	"Min_Identity"	"Mean_Identity"	"Median_Identity"	"Max_Length"	"Min_Length"	"Mean_Length"	"Median_Length"
"GCA_020388255.1_ASM2038825v1"	8	0	0	0	"MSSA"	13	984	548	"2.075.711.330"	855	0	0	0	0	99.795	49.842	"-573.833.925"	74.771	710	287	"1.443.273.177"	510
"GCA_020388295.1_ASM2038829v1"	8	0	0	0	"MSSA"	13	984	548	"2.075.711.330"	855	0	0	0	0	99.795	49.842	"-573.833.925"	74.771	710	287	"1.443.273.177"	510
"GCA_020388315.1_ASM2038831v1"	8	0	0	0	"MSSA"	13	984	548	"2.075.711.330"	855	0	0	0	0	99.795	49.842	"-573.833.925"	74.771	710	287	"1.443.273.177"	510
"GCA_020388335.1_ASM2038833v1"	8	0	0	0	"MSSA"	13	984	548	"2.075.711.330"	855	0	0	0	0	99.795	49.842	"-573.833.925"	74.771	710	287	"1.443.273.177"	510
"GCA_020388355.1_ASM2038835v1"	11	1	0	0	"MRSA"	13	986	548	"-1.832.921.561"	855	0	0	0	0	99.795	50	"-403.586.993"	74.732	710	287	"-920.022.095"	510
"GCA_020388395.1_ASM2038839v1"	11	2	0	0	"MRSA"	13	986	548	"-1.832.921.561"	855	0	0	0	0	99.795	50	"-403.586.993"	74.732	710	287	"-920.022.095"	510
"GCA_020388555.1_ASM2038855v1"	11	2	0	0	"MRSA"	13	986	548	"-1.832.921.561"	855	0	0	0	0	99.795	50	"-403.586.993"	74.732	710	287	"-920.022.095"	510
"GCA_020388655.1_ASM2038865v1"	11	2	0	0	"MRSA"	13	986	548	"-1.832.921.561"	855	0	0	0	0	99.795	50	"-403.586.993"	74.732	710	287	"-920.022.095"	510
"GCA_020388675.1_ASM2038867v1"	11	2	0	0	"MRSA"	13	986	548	"-1.832.921.561"	855	0	0	0	0	99.795	50	"-403.586.993"	74.732	710	287	"-920.022.095"	510
"GCA_020388695.1_ASM2038869v1"	11	3	0	0	"MRSA"	13	986	548	"-1.832.921.561"	855	0	0	0	0	99.795	50	"-403.586.993"	74.732	710	287	"-920.022.095"	510
"GCA_020388715.1_ASM2038871v1"	9	0	0	0	"MSSA"	13	986	548	"-1.446.587.156"	855	0	0	0	0	99.795	50	"1.324.603.707"	74.885	710	287	"-920.022.095"	510
"GCA_020388765.1_ASM2038876v1"	9	0	0	0	"MSSA"	13	986	548	"-1.446.587.156"	855	0	0	0	0	99.795	50	"1.324.603.707"	74.885	710	287	"-920.022.095"	510
"GCA_020388785.1_ASM2038878v1"	8	0	0	0	"MSSA"	13	987	548	"-673.918.346"	855	0	0	0	0	99.652	49.684	"76.682"	75.037	710	287	"1.443.273.177"	510
"GCA_020388905.1_ASM2038890v1"	10	1	0	0	"MRSA"	13	986	549	"-1.014.963.909"	855	0	0	0	0	99.795	49.525	"346.161.546"	75.187	710	287	"-1.692.690.905"	510
"GCA_020388925.1_ASM2038892v1"	10	1	0	0	"MRSA"	13	986	549	"-1.014.963.909"	855	0	0	0	0	99.795	49.525	"346.161.546"	75.187	710	287	"-1.692.690.905"	510
"GCA_020388985.1_ASM2038898v1"	8	0	0	0	"MSSA"	13	986	548	"-287.583.941"	853	0	0	0	0	99.795	49.684	"177.060.628"	75.037	710	287	"-920.022.095"	510
"GCA_020389005.1_ASM2038900v1"	8	0	0	0	"MSSA"	13	986	548	"-287.583.941"	853	0	0	0	0	99.795	49.684	"177.060.628"	75.037	710	287	"-920.022.095"	510
"GCA_020389165.1_ASM2038916v1"	8	0	0	0	"MSSA"	13	986	548	"-287.583.941"	853	0	0	0	0	99.795	49.684	"177.060.628"	75.037	710	287	"-920.022.095"	510
"GCA_020389325.1_ASM2038932v1"	9	0	0	0	"MSSA"	13	986	548	"798"	855	0	0	0	0	99.795	49.842	"-2.134.069.721"	75.187	710	287	"-1.306.356.500"	510
"GCA_020389425.1_ASM2038942v1"	9	0	0	0	"MSSA"	13	986	548	"798"	855	0	0	0	0	99.795	49.842	"-2.134.069.721"	75.187	710	287	"-1.306.356.500"	510
"GCA_020389445.1_ASM2038944v1"	9	0	0	0	"MSSA"	13	986	548	"798"	855	0	0	0	0	99.795	49.842	"-2.134.069.721"	75.187	710	287	"-1.306.356.500"	510
"GCA_020389485.1_ASM2038948v1"	8	0	0	0	"MSSA"	13	986	548	"2.030.422.489"	855	0	0	0	0	99.652	49.684	"76.66"	75.037	710	287	"1.443.273.177"	510
"GCA_020389505.1_ASM2038950v1"	8	0	0	0	"MSSA"	13	986	548	"2.030.422.489"	855	0	0	0	0	99.652	49.684	"76.66"	75.037	710	287	"1.443.273.177"	510
"GCA_020389545.1_ASM2038954v1"	8	0	0	0	"MSSA"	13	986	548	"2.030.422.489"	855	0	0	0	0	99.652	49.684	"76.66"	75.037	710	287	"1.443.273.177"	510
"GCA_020389565.1_ASM2038956v1"	8	0	0	0	"MSSA"	13	986	548	"2.030.422.489"	855	0	0	0	0	99.652	49.684	"76.66"	75.037	710	287	"1.443.273.177"	510
"GCA_020702135.2_ASM2070213v2"	14	1	0	0	"MRSA"	13	986	548	"-1.920.740.746"	842	0	0	0	0	99.74	49.842	"1.715.522.166"	75.187	710	287	"-168.618.457"	510
"GCA_020702515.2_ASM2070251v2"	14	1	1	0	"MRSA"	13	984	548	"-673.918.346"	855	0	0	0	0	99.795	49.842	"-441.999.754"	74.771	710	287	"1.443.273.177"	510
"GCA_020702535.2_ASM2070253v2"	9	1	0	0	"MRSA"	13	986	548	"-1.579.695.183"	842	0	0	0	0	99.795	49.842	"77.113"	75.187	710	287	"-736.108.229"	510
"GCA_020702545.2_ASM2070254v2"	14	1	1	0	"MRSA"	13	986	548	"144.039.306"	855	0	0	0	0	99.795	49.842	"1.073.541.514"	75.187	710	287	"-1.306.356.500"	510
"GCA_020702575.2_ASM2070257v2"	10	1	1	0	"MRSA"	13	986	548	"798"	855	0	0	0	0	99.795	49.842	"-2.134.069.721"	75.187	710	287	"-1.306.356.500"	510
"GCA_020702585.2_ASM2070258v2"	14	1	1	0	"MRSA"	13	986	548	"144.039.306"	855	0	0	0	0	99.795	49.842	"1.073.541.514"	75.187	710	287	"-1.306.356.500"	510
"GCA_020702615.2_ASM2070261v2"	10	1	1	0	"MRSA"	13	986	548	"798"	855	0	0	0	0	99.795	49.842	"-2.134.069.721"	75.187	710	287	"-1.306.356.500"	510
"GCA_020881895.1_ASM2088189v1"	9	0	1	0	"MRSA"	13	986	548	"798"	855	0	0	0	0	99.795	49.842	"-2.134.069.721"	75.187	710	287	"-1.306.356.500"	510
"GCA_020886635.1_ASM2088663v1"	10	1	0	0	"MRSA"	13	986	548	"871.419.274"	855	0	0	0	0	99.652	49.684	"-253.416.606"	75.037	710	287	"1.443.273.177"	510
"GCA_020887155.1_ASM2088715v1"	12	1	1	0	"MRSA"	13	986	548	"2.030.422.489"	855	0	0	0	0	99.795	49.684	"-1.670.358.095"	74.885	710	287	"-920.022.095"	510
"GCA_020887215.1_ASM2088721v1"	9	1	0	0	"MRSA"	13	983	548	"-332.872.783"	852	0	0	0	0	99.795	49.684	"1.732.712.369"	74.885	710	287	"-920.022.095"	510
"GCA_020889645.1_ASM2088964v1"	8	0	0	0	"MSSA"	13	999	548	"1.910.304.138"	948	0	0	0	0	99.795	49.842	"139.455.252"	75.187	710	287	"-874.733.253"	516
"GCA_020889665.1_ASM2088966v1"	9	0	0	0	"MSSA"	13	984	549	"852.912.601"	841	0	0	0	0	99.795	49.842	"-109.527.985"	75.187	710	287	"969.119.586"	509
"GCA_020906975.2_ASM2090697v2"	12	1	0	0	"MRSA"	13	983	548	"-1.878.210.402"	853	0	0	0	0	99.795	49.842	"1.342.939.924"	74.885	710	287	"-920.022.095"	510
"GCA_020985245.1_ASM2098524v1"	9	0	0	0	"MSSA"	13	986	548	"-1.446.587.156"	855	0	0	0	0	99.795	50	"1.324.603.707"	74.885	710	287	"-920.022.095"	510
"GCA_020997475.1_ASM2099747v1"	15	1	2	0	"MRSA"	13	983	548	"463.819.697"	855	0	0	0	0	99.795	50.093	"-2.122.609.585"	74.885	710	287	"1.422.008.005"	510
"GCA_020997495.1_ASM2099749v1"	15	1	1	0	"MRSA"	13	994	548	"1.417.643.874"	855	0	0	0	0	99.795	50.093	"-1.313.692.199"	74.888	710	287	"401.629.814"	509
"GCA_020997515.1_ASM2099751v1"	19	1	1	0	"MRSA"	13	983	548	"463.819.697"	855	0	0	0	0	99.795	50.093	"-2.122.609.585"	74.885	710	287	"1.422.008.005"	510
"GCA_021172825.1_ASM2117282v1"	10	1	0	0	"MRSA"	13	986	549	"-1.014.963.909"	855	0	0	0	0	99.795	49.684	"666.578.865"	75.187	710	287	"-1.692.690.905"	510
"GCA_021172845.1_ASM2117284v1"	9	1	0	0	"MRSA"	13	986	548	"485.084.869"	855	0	0	0	0	99.652	49.684	"-253.416.606"	75.037	710	287	"1.443.273.177"	510
"GCA_021172865.1_ASM2117286v1"	12	3	0	0	"MRSA"	13	986	549	"-242.295.099"	855	0	0	0	0	99.795	49.684	"798.413.036"	75.187	710	287	"-1.692.690.905"	510
"GCA_021172885.1_ASM2117288v1"	13	1	1	0	"MRSA"	13	986	548	"1.644.088.084"	851	0	0	0	0	99.795	50	"563.395.033"	74.732	710	287	"-920.022.095"	510
"GCA_021172905.1_ASM2117290v1"	17	1	1	0	"MRSA"	13	983	548	"1.257.753.679"	855	0	0	0	0	99.795	49.842	"-711.398.164"	74.885	710	287	"-920.022.095"	510
"GCA_021172925.1_ASM2117292v1"	11	2	1	0	"MRSA"	13	986	548	"-287.583.941"	855	0	0	0	0	99.795	50	"-403.586.993"	74.732	710	287	"-920.022.095"	510
"GCA_021172945.1_ASM2117294v1"	15	1	1	0	"MRSA"	13	983	548	"2.030.422.489"	855	0	0	0	0	99.795	49.842	"76.684"	74.885	710	287	"-920.022.095"	510
"GCA_021249285.1_ASM2124928v1"	11	1	1	0	"MRSA"	13	986	548	"530.373.711"	855	0	0	0	0	99.795	49.684	"683.769.068"	75.037	710	287	"-920.022.095"	510
"GCA_021390135.1_ASM2139013v1"	9	0	0	0	"MSSA"	13	986	548	"-1.832.921.561"	855	0	0	0	0	99.795	50	"-403.586.993"	74.732	710	287	"-920.022.095"	510
"GCA_021491715.1_ASM2149171v1"	9	0	0	0	"MSSA"	13	983	548	"1.644.088.084"	853	0	0	0	0	99.795	49.842	"1.342.939.924"	74.885	710	287	"-920.022.095"	510
"GCA_021491735.1_ASM2149173v1"	9	0	0	0	"MSSA"	13	983	548	"1.644.088.084"	853	0	0	0	0	99.795	49.842	"1.342.939.924"	74.885	710	287	"-920.022.095"	510
"GCA_021491775.1_ASM2149177v1"	10	0	0	0	"MSSA"	13	986	548	"-1.014.963.909"	855	0	0	0	0	99.795	49.842	"-227.609.994"	75.187	710	287	"-1.692.690.905"	510
"GCA_021491835.1_ASM2149183v1"	10	0	0	0	"MSSA"	13	986	548	"-287.583.941"	852	0	0	0	0	99.795	49.525	"76.74"	75.037	710	287	"-920.022.095"	510
"GCA_021491895.1_ASM2149189v1"	8	0	0	0	"MSSA"	13	982	549	"796"	854	0	0	0	0	99.652	50	"-245.394.511"	74.888	710	287	"-1.692.690.905"	510
"GCA_021513355.1_ASM2151335v1"	9	1	0	0	"MRSA"	13	984	548	"-673.918.346"	855	0	0	0	0	99.795	49.842	"-441.999.754"	74.771	710	287	"1.443.273.177"	510
"GCA_021725475.1_ASM2172547v1"	10	1	0	0	"MRSA"	13	986	548	"485.084.869"	855	0	0	0	0	99.652	49.684	"-253.416.606"	75.037	710	287	"1.443.273.177"	510
"GCA_021869805.1_ASM2186980v1"	14	0	1	0	"MRSA"	13	983	548	"2.030.422.489"	853	0	0	0	0	99.795	49.842	"1.342.939.924"	74.885	710	287	"-920.022.095"	510
"GCA_022163365.1_ASM2216336v1"	10	1	0	0	"MRSA"	13	986	549	"-1.014.963.909"	855	0	0	0	0	99.795	49.684	"666.578.865"	75.187	710	287	"-1.692.690.905"	510
"GCA_022163485.1_ASM2216348v1"	10	1	0	0	"MRSA"	13	986	548	"-1.446.587.156"	855	0	0	0	0	99.795	50	"1.324.603.707"	74.885	710	287	"-920.022.095"	510
"GCA_022221525.1_ASM2222152v1"	19	1	1	0	"MRSA"	13	984	548	"797"	855	0	0	0	0	99.795	49.684	"-656.941.213"	74.885	710	287	"-920.022.095"	510
"GCA_022221545.1_ASM2222154v1"	17	1	1	0	"MRSA"	13	983	548	"-1.105.541.593"	855	0	0	0	0	99.795	49.684	"1.665.649.270"	74.885	710	287	"-920.022.095"	510
"GCA_022221565.1_ASM2222156v1"	11	1	1	0	"MRSA"	13	986	548	"-673.918.346"	855	0	0	0	0	99.795	49.684	"746.248.113"	75.037	710	287	"-920.022.095"	510
"GCA_022226975.1_ASM2222697v1"	8	0	0	0	"MSSA"	13	983	548	"1.644.088.084"	855	0	0	0	0	99.652	49.684	"1.095.315.771"	74.888	710	287	"1.443.273.177"	510
"GCA_022226995.1_ASM2222699v1"	10	1	0	0	"MRSA"	13	986	548	"871.419.274"	853	0	0	0	0	99.795	50	"563.395.033"	74.732	710	287	"-920.022.095"	510
"GCA_022369535.1_ASM2236953v1"	10	2	0	0	"MRSA"	13	984	548	"2.075.711.330"	855	0	0	0	0	99.795	49.842	"556.518.951"	74.732	710	287	"-920.022.095"	510
"GCA_022369595.1_ASM2236959v1"	15	1	1	0	"MRSA"	13	986	548	"797"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_022369695.1_ASM2236969v1"	9	1	0	0	"MRSA"	13	984	548	"1.689.376.926"	854	0	0	0	0	99.795	49.684	"2.137.977.305"	75.037	710	287	"-147.353.285"	510
"GCA_022385275.1_ASM2238527v1"	13	1	0	0	"MRSA"	13	984	529	"717.046.075"	839	0	0	0	0	99.795	49.842	"-1.892.175.636"	75.187	710	287	"-1.825.798.932"	509
"GCA_022404575.1_ASM2240457v1"	14	1	0	0	"MRSA"	13	986	548	"485.084.869"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_022404595.1_ASM2240459v1"	9	1	0	0	"MRSA"	13	984	548	"-1.832.921.561"	854	0	0	0	0	99.795	49.684	"1.050.621.243"	75.037	710	287	"-147.353.285"	510
"GCA_022404615.1_ASM2240461v1"	15	1	1	0	"MRSA"	13	986	548	"797"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_022404635.1_ASM2240463v1"	9	1	0	0	"MRSA"	13	999	548	"-452.991.134"	943	0	0	0	0	99.652	49.684	"1.680.208.817"	75.229	710	287	"-1.261.067.658"	516
"GCA_022404655.1_ASM2240465v1"	10	1	0	0	"MRSA"	13	986	546	"-1.446.587.156"	855	0	0	0	0	99.795	49.842	"-1.163.649.654"	75.037	710	287	"-920.022.095"	510
"GCA_022404675.1_ASM2240467v1"	10	1	0	0	"MRSA"	13	986	548	"797"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_022404695.1_ASM2240469v1"	9	1	0	0	"MRSA"	13	984	548	"1.689.376.926"	854	0	0	0	0	99.795	49.684	"2.137.977.305"	75.037	710	287	"-147.353.285"	510
"GCA_022404715.1_ASM2240471v1"	10	1	0	0	"MRSA"	13	986	548	"-287.583.941"	852	0	0	0	0	99.795	49.525	"76.74"	75.037	710	287	"-920.022.095"	510
"GCA_022404735.1_ASM2240473v1"	8	0	0	0	"MSSA"	13	984	548	"1.689.376.926"	854	0	0	0	0	99.795	49.684	"2.137.977.305"	75.037	710	287	"-147.353.285"	510
"GCA_022404755.1_ASM2240475v1"	9	1	0	0	"MRSA"	13	983	548	"-1.446.587.156"	852	0	0	0	0	99.795	49.684	"76.858"	75.037	710	287	"-147.353.285"	510
"GCA_022404775.1_ASM2240477v1"	9	1	0	0	"MRSA"	13	984	548	"898.201.442"	841	0	0	0	0	99.795	49.684	"1.881.779.358"	75.037	710	287	"332.317.302"	510
"GCA_022405055.1_ASM2240505v1"	10	1	0	0	"MRSA"	13	984	548	"2.075.711.330"	855	0	0	0	0	99.795	49.842	"556.518.951"	74.732	710	287	"-920.022.095"	510
"GCA_022405075.1_ASM2240507v1"	9	0	0	0	"MSSA"	13	984	548	"-1.446.587.156"	855	0	0	0	0	99.795	49.842	"-1.545.400.005"	74.885	710	287	"-920.022.095"	510
"GCA_022405145.1_ASM2240514v1"	10	1	1	0	"MRSA"	13	986	548	"-287.583.941"	855	0	0	0	0	99.795	50	"109.997.529"	74.885	710	287	"-920.022.095"	510
"GCA_022405185.1_ASM2240518v1"	11	1	0	0	"MRSA"	13	984	548	"-1.832.921.561"	855	0	0	0	0	99.795	49.684	"-2.136.361.748"	75.037	710	287	"-920.022.095"	510
"GCA_022405205.1_ASM2240520v1"	9	0	0	0	"MSSA"	13	983	548	"1.257.753.679"	855	0	0	0	0	99.795	49.842	"-711.398.164"	74.885	710	287	"-920.022.095"	510
"GCA_022405235.1_ASM2240523v1"	9	1	0	0	"MRSA"	13	984	548	"797"	854	0	0	0	0	99.795	49.684	"477.995.717"	75.037	710	287	"-147.353.285"	510
"GCA_022405255.1_ASM2240525v1"	9	0	0	0	"MSSA"	13	983	548	"1.257.753.679"	855	0	0	0	0	99.795	49.842	"-711.398.164"	74.885	710	287	"-920.022.095"	510
"GCA_022405275.1_ASM2240527v1"	10	1	0	0	"MRSA"	13	981	548	"2.030.422.489"	855	0	0	0	0	99.795	49.842	"-131.896.556"	74.738	710	287	"-920.022.095"	510
"GCA_022405295.1_ASM2240529v1"	9	1	0	0	"MRSA"	13	987	547	"-673.918.346"	855	0	0	0	0	99.795	49.842	"1.162.378.870"	75.038	710	287	"-920.022.095"	510
"GCA_022405315.1_ASM2240531v1"	10	1	0	0	"MRSA"	13	986	546	"-287.583.941"	855	0	0	0	0	99.795	49.842	"-1.167.087.695"	75.037	710	287	"-920.022.095"	510
"GCA_022405335.1_ASM2240533v1"	9	1	0	0	"MRSA"	13	984	548	"2.075.711.330"	855	0	0	0	0	99.795	49.842	"-573.833.925"	74.771	710	287	"1.443.273.177"	510
"GCA_022405355.1_ASM2240535v1"	15	1	1	0	"MRSA"	13	985	548	"485.084.869"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_022405375.1_ASM2240537v1"	10	1	0	0	"MRSA"	13	981	548	"2.030.422.489"	855	0	0	0	0	99.795	49.842	"-131.896.556"	74.738	710	287	"-920.022.095"	510
"GCA_022405395.1_ASM2240539v1"	10	1	0	0	"MRSA"	13	981	548	"2.030.422.489"	855	0	0	0	0	99.795	49.842	"-131.896.556"	74.738	710	287	"-920.022.095"	510
"GCA_022405415.1_ASM2240541v1"	10	0	0	0	"MSSA"	13	986	546	"-1.060.252.751"	855	0	0	0	0	99.795	49.842	"76.758"	75.037	710	287	"-920.022.095"	510
"GCA_022405435.1_ASM2240543v1"	10	1	0	0	"MRSA"	13	986	548	"1.303.042.521"	855	0	0	0	0	99.795	49.842	"-1.498.965.149"	75.037	710	287	"-920.022.095"	510
"GCA_022405455.1_ASM2240545v1"	10	1	0	0	"MRSA"	13	983	548	"-1.491.875.998"	855	0	0	0	0	99.795	49.842	"1.731.566.356"	74.885	710	287	"-920.022.095"	510
"GCA_022405475.1_ASM2240547v1"	10	1	0	0	"MRSA"	13	984	548	"-1.014.963.909"	855	0	0	0	0	99.795	49.842	"1.580.249.954"	75.037	710	287	"-920.022.095"	510
"GCA_022405495.1_ASM2240549v1"	10	1	0	0	"MRSA"	13	984	548	"916.708.116"	855	0	0	0	0	99.795	49.842	"-1.231.858.767"	74.885	710	287	"-920.022.095"	510
"GCA_022405515.1_ASM2240551v1"	9	1	0	0	"MRSA"	13	986	548	"-1.878.210.402"	855	0	0	0	0	99.652	49.684	"1.867.984.581"	75.037	710	287	"1.443.273.177"	510
"GCA_022405535.1_ASM2240553v1"	10	1	0	0	"MRSA"	13	986	546	"2.030.422.489"	855	0	0	0	0	99.795	49.842	"-1.496.673.122"	75.037	701	287	"-1.737.979.746"	510
"GCA_022405555.1_ASM2240555v1"	10	1	0	0	"MRSA"	13	981	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"1.220.273.861"	74.732	710	287	"-920.022.095"	510
"GCA_022405575.1_ASM2240557v1"	9	1	0	0	"MRSA"	13	984	548	"1.303.042.521"	854	0	0	0	0	99.795	49.684	"2.137.977.305"	75.037	710	287	"-147.353.285"	510
"GCA_022405595.1_ASM2240559v1"	10	1	0	0	"MRSA"	13	986	548	"797"	855	0	0	0	0	99.795	50	"109.997.529"	74.885	710	287	"-920.022.095"	510
"GCA_022405615.1_ASM2240561v1"	10	1	0	0	"MRSA"	13	984	548	"-1.014.963.909"	855	0	0	0	0	99.795	49.842	"1.580.249.954"	75.037	710	287	"-920.022.095"	510
"GCA_022405655.1_ASM2240565v1"	9	0	0	0	"MSSA"	13	983	548	"1.644.088.084"	855	0	0	0	0	99.795	49.842	"-711.398.164"	74.885	710	287	"-920.022.095"	510
"GCA_022405675.1_ASM2240567v1"	10	1	0	0	"MRSA"	13	984	548	"2.075.711.330"	855	0	0	0	0	99.795	49.842	"-1.758.049.437"	75.037	710	287	"-920.022.095"	510
"GCA_022405735.1_ASM2240573v1"	8	0	0	0	"MSSA"	13	985	548	"2.075.711.330"	856	0	0	0	0	99.795	50	"-1.429.610.023"	74.848	710	287	"670.604.367"	510
"GCA_022405755.1_ASM2240575v1"	9	0	0	0	"MSSA"	13	983	548	"1.257.753.679"	855	0	0	0	0	99.795	49.842	"-711.398.164"	74.885	710	287	"-920.022.095"	510
"GCA_022405775.1_ASM2240577v1"	10	1	0	0	"MRSA"	13	986	546	"797"	855	0	0	0	0	99.795	49.842	"76.758"	75.037	710	287	"-920.022.095"	510
"GCA_022405795.1_ASM2240579v1"	8	0	0	0	"MSSA"	13	986	548	"1.204.189.342"	946	0	0	0	0	99.795	59.958	"1.543.537.191"	81.765	710	287	"-893.239.926"	509
"GCA_022405815.1_ASM2240581v1"	10	1	0	0	"MRSA"	13	986	549	"-1.014.963.909"	855	0	0	0	0	99.795	49.684	"666.578.865"	75.187	710	287	"-1.692.690.905"	510
"GCA_022405835.1_ASM2240583v1"	10	1	0	0	"MRSA"	13	986	549	"-1.014.963.909"	855	0	0	0	0	99.795	49.684	"666.578.865"	75.187	710	287	"-1.692.690.905"	510
"GCA_022405855.1_ASM2240585v1"	9	0	0	0	"MSSA"	13	981	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"-1.860.087.257"	74.732	710	287	"-920.022.095"	510
"GCA_022405875.1_ASM2240587v1"	9	1	0	0	"MRSA"	13	983	548	"-287.583.941"	855	0	0	0	0	99.795	50	"129.479.759"	74.885	710	287	"1.829.607.582"	510
"GCA_022405895.1_ASM2240589v1"	15	1	1	0	"MRSA"	13	986	546	"-1.446.587.156"	855	0	0	0	0	99.795	49.842	"492.893.893"	75.037	710	287	"-920.022.095"	510
"GCA_022405915.1_ASM2240591v1"	9	0	0	0	"MSSA"	13	983	548	"2.030.422.489"	855	0	0	0	0	99.795	49.842	"-1.156.773.573"	74.885	710	287	"-920.022.095"	510
"GCA_022405935.1_ASM2240593v1"	9	0	0	0	"MSSA"	13	981	548	"-1.105.541.593"	855	0	0	0	0	99.795	49.842	"1.989.504.630"	74.732	710	287	"-920.022.095"	510
"GCA_022405955.1_ASM2240595v1"	9	0	0	0	"MSSA"	13	983	548	"1.257.753.679"	855	0	0	0	0	99.795	49.842	"-711.398.164"	74.885	710	287	"-920.022.095"	510
"GCA_022405975.1_ASM2240597v1"	10	1	0	0	"MRSA"	13	986	546	"-1.446.587.156"	855	0	0	0	0	99.795	49.842	"492.893.893"	75.037	710	287	"-920.022.095"	510
"GCA_022405995.1_ASM2240599v1"	9	0	0	0	"MSSA"	13	983	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"-1.156.773.573"	74.885	710	287	"-920.022.095"	510
"GCA_022406015.1_ASM2240601v1"	10	1	0	0	"MRSA"	13	986	546	"-1.446.587.156"	855	0	0	0	0	99.795	49.842	"492.893.893"	75.037	710	287	"-920.022.095"	510
"GCA_022406035.1_ASM2240603v1"	10	1	0	0	"MRSA"	13	986	549	"144.039.306"	855	0	0	0	0	99.795	49.684	"-2.086.488.852"	75.187	710	287	"-1.692.690.905"	510
"GCA_022406055.1_ASM2240605v1"	10	1	0	0	"MRSA"	13	986	546	"-1.446.587.156"	855	0	0	0	0	99.795	49.842	"492.893.893"	75.037	710	287	"-920.022.095"	510
"GCA_022406075.1_ASM2240607v1"	9	0	0	0	"MSSA"	13	983	548	"-1.878.210.402"	855	0	0	0	0	99.795	49.842	"-1.156.773.573"	74.885	710	287	"-920.022.095"	510
"GCA_022406125.1_ASM2240612v1"	8	0	0	0	"MSSA"	13	985	548	"2.075.711.330"	856	0	0	0	0	99.795	50	"-1.429.610.023"	74.848	710	287	"670.604.367"	510
"GCA_022406315.1_ASM2240631v1"	10	1	0	0	"MRSA"	13	986	546	"-1.446.587.156"	855	0	0	0	0	99.795	49.842	"492.893.893"	75.037	710	287	"-920.022.095"	510
"GCA_022406435.1_ASM2240643v1"	8	0	0	0	"MSSA"	13	985	548	"2.075.711.330"	856	0	0	0	0	99.795	50	"-1.429.610.023"	74.848	710	287	"670.604.367"	510
"GCA_022406555.1_ASM2240655v1"	8	0	0	0	"MSSA"	13	984	548	"1.689.376.926"	854	0	0	0	0	99.795	49.684	"2.137.977.305"	75.037	710	287	"-147.353.285"	510
"GCA_022406675.1_ASM2240667v1"	20	2	1	0	"MRSA"	13	984	548	"-673.918.346"	855	0	0	0	0	99.795	49.684	"-656.941.213"	74.885	710	287	"-920.022.095"	510
"GCA_022406795.1_ASM2240679v1"	10	1	0	0	"MRSA"	13	986	548	"798"	855	0	0	0	0	99.795	49.842	"-2.134.069.721"	75.187	710	287	"-1.306.356.500"	510
"GCA_022493095.1_ASM2249309v1"	9	0	0	0	"MSSA"	13	986	548	"797"	855	0	0	0	0	99.795	50	"-1.490.943.055"	74.732	710	287	"-920.022.095"	510
"GCA_022494545.1_ASM2249454v1"	10	0	1	0	"MRSA"	13	986	548	"-1.060.252.751"	855	0	0	0	0	99.795	49.684	"746.248.113"	75.037	710	287	"-920.022.095"	510
"GCA_022494565.1_ASM2249456v1"	12	0	1	0	"MRSA"	13	984	548	"-287.583.941"	855	0	0	0	0	99.795	49.842	"641.918.267"	74.771	710	287	"1.443.273.177"	510
"GCA_022532145.1_ASM2253214v1"	11	1	1	0	"MRSA"	13	984	548	"-287.583.941"	855	0	0	0	0	99.795	49.842	"641.918.267"	74.771	710	287	"1.443.273.177"	510
"GCA_022682325.1_ASM2268232v1"	12	0	1	0	"MRSA"	13	984	548	"-287.583.941"	855	0	0	0	0	99.795	49.842	"641.918.267"	74.771	710	287	"1.443.273.177"	510
"GCA_022691325.1_ASM2269132v1"	27	1	1	0	"MRSA"	13	983	548	"1.644.088.084"	853	0	0	0	0	99.795	49.842	"1.342.939.924"	74.885	710	287	"-920.022.095"	510
"GCA_022691345.1_ASM2269134v1"	27	1	1	0	"MRSA"	13	983	548	"1.644.088.084"	853	0	0	0	0	99.795	49.842	"1.342.939.924"	74.885	710	287	"-920.022.095"	510
"GCA_022691365.1_ASM2269136v1"	15	1	1	0	"MRSA"	13	983	548	"1.644.088.084"	853	0	0	0	0	99.795	49.842	"1.342.939.924"	74.885	710	287	"-920.022.095"	510
